,Card Name,Decks,Avg,total copies played,colors,convertedManaCost,manaCost,rarity,types,supertypes,subtypes,power,toughness,text
5370,Pentad Prism,0.002,4,3.456,,2,{2},common,Artifact,,,,,"Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)
Remove a charge counter from Pentad Prism: Add one mana of any color."
5373,Peppersmoke,0.002,4,3.456,B,1,{B},common,"Tribal,Instant",,Faerie,,,"Target creature gets -1/-1 until end of turn. If you control a Faerie, draw a card."
5375,Pieces of the Puzzle,0.002,4,3.456,U,3,{2}{U},common,Sorcery,,,,,Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.
5376,Probe,0.002,4,3.456,U,3,{2}{U},common,Sorcery,,,,,"Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.)
Draw three cards, then discard two cards. If this spell was kicked, target player discards two cards."
5377,Proclamation of Rebirth,0.002,4,3.456,W,3,{2}{W},rare,Sorcery,,,,,"Return up to three target creature cards with converted mana cost 1 or less from your graveyard to the battlefield.
Forecast â€” {5}{W}, Reveal Proclamation of Rebirth from your hand: Return target creature card with converted mana cost 1 or less from your graveyard to the battlefield. (Activate this ability only during your upkeep and only once each turn.)"
5379,Puresteel Paladin,0.002,4,3.456,W,2,{W}{W},rare,Creature,,"Human,Knight",2,2,"Whenever an Equipment enters the battlefield under your control, you may draw a card.
Metalcraft â€” Equipment you control have equip {0} as long as you control three or more artifacts."
5380,Quirion Ranger,0.002,4,3.456,G,1,{G},rare,Creature,,Elf,1,1,Return a Forest you control to its owner's hand: Untap target creature. Activate this ability only once each turn.
5385,Rattlechains,0.002,4,3.456,U,2,{1}{U},rare,Creature,,Spirit,2,1,"Flash
Flying
When Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.
You may cast Spirit spells as though they had flash."
5387,Reap and Sow,0.002,4,3.456,G,4,{3}{G},common,Sorcery,,,,,"Choose one â€”
â€¢ Destroy target land.
â€¢ Search your library for a land card, put that card onto the battlefield, then shuffle your library.
Entwine {1}{G} (Choose both if you pay the entwine cost.)"
5388,Replenish,0.002,4,3.456,W,4,{3}{W},rare,Sorcery,,,,,Return all enchantment cards from your graveyard to the battlefield. (Auras with nothing to enchant remain in your graveyard.)
5390,Resplendent Angel,0.002,4,3.456,W,3,{1}{W}{W},mythic,Creature,,Angel,3,3,"Flying
At the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.
{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink."
5393,Revitalize,0.002,4,3.456,W,2,{1}{W},common,Instant,,,,,"You gain 3 life.
Draw a card."
5394,Rogue Elephant,0.002,4,3.456,G,1,{G},common,Creature,,Elephant,3,3,"When Rogue Elephant enters the battlefield, sacrifice it unless you sacrifice a Forest."
5396,Root Snare,0.002,4,3.456,G,2,{1}{G},common,Instant,,,,,Prevent all combat damage that would be dealt this turn.
5398,Rootwater Thief,0.002,4,3.456,U,2,{1}{U},rare,Creature,,"Merfolk,Rogue",1,2,"{U}: Rootwater Thief gains flying until end of turn.
Whenever Rootwater Thief deals combat damage to a player, you may pay {2}. If you do, search that player's library for a card and exile it, then the player shuffles their library."
5399,Safe Passage,0.002,4,3.456,W,3,{2}{W},common,Instant,,,,,Prevent all damage that would be dealt to you and creatures you control this turn.
5403,Saproling Cluster,0.002,4,3.456,G,2,{1}{G},rare,Enchantment,,,,,"{1}, Discard a card: Create a 1/1 green Saproling creature token. Any player may activate this ability."
5405,Sarcomancy,0.002,4,3.456,B,1,{B},rare,Enchantment,,,,,"When Sarcomancy enters the battlefield, create a 2/2 black Zombie creature token.
At the beginning of your upkeep, if there are no Zombies on the battlefield, Sarcomancy deals 1 damage to you."
5408,Satyr Hoplite,0.002,4,3.456,R,1,{R},common,Creature,,"Satyr,Soldier",1,1,"Heroic â€” Whenever you cast a spell that targets Satyr Hoplite, put a +1/+1 counter on Satyr Hoplite."
5409,Scab-Clan Mauler,0.002,4,3.456,"G,R",2,{R}{G},common,Creature,,"Human,Berserker",1,1,"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Trample"
5413,Scythe Leopard,0.002,4,3.456,G,1,{G},uncommon,Creature,,Cat,1,1,"Landfall â€” Whenever a land enters the battlefield under your control, Scythe Leopard gets +1/+1 until end of turn."
5417,See the Unwritten,0.002,4,3.456,G,6,{4}{G}{G},mythic,Sorcery,,,,,"Reveal the top eight cards of your library. You may put a creature card from among them onto the battlefield. Put the rest into your graveyard.
Ferocious â€” If you control a creature with power 4 or greater, you may put two creature cards onto the battlefield instead of one."
5418,Serendib Efreet,0.002,4,3.456,U,3,{2}{U},rare,Creature,,Efreet,3,4,"Flying
At the beginning of your upkeep, Serendib Efreet deals 1 damage to you."
5428,Silverblade Paladin,0.002,4,3.456,W,3,{1}{W}{W},rare,Creature,,"Human,Knight",2,2,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)
As long as Silverblade Paladin is paired with another creature, both creatures have double strike."
5432,Skymarcher Aspirant,0.002,4,3.456,W,1,{W},uncommon,Creature,,"Vampire,Soldier",2,1,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Skymarcher Aspirant has flying as long as you have the city's blessing."
5434,Skyshroud Poacher,0.002,4,3.456,G,4,{2}{G}{G},rare,Creature,,"Human,Rebel",2,2,"{3}, {T}: Search your library for an Elf permanent card and put it onto the battlefield. Then shuffle your library."
5435,Snubhorn Sentry,0.002,4,3.456,W,1,{W},common,Creature,,Dinosaur,0,3,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Snubhorn Sentry gets +3/+0 as long as you have the city's blessing."
5437,Soldier of the Pantheon,0.002,4,3.456,W,1,{W},rare,Creature,,"Human,Soldier",2,1,"Protection from multicolored
Whenever an opponent casts a multicolored spell, you gain 1 life."
5438,Soltari Monk,0.002,4,3.456,W,2,{W}{W},uncommon,Creature,,"Soltari,Monk,Cleric",2,1,"Protection from black
Shadow (This creature can block or be blocked by only creatures with shadow.)"
5441,Spark Spray,0.002,4,3.456,R,1,{R},common,Instant,,,,,"Spark Spray deals 1 damage to any target.
Cycling {R} ({R}, Discard this card: Draw a card.)"
5443,Springleaf Drum,0.002,4,3.456,,1,{1},uncommon,Artifact,,,,,"{T}, Tap an untapped creature you control: Add one mana of any color."
5445,Squeaking Pie Sneak,0.002,4,3.456,B,2,{1}{B},uncommon,Creature,,"Goblin,Rogue",2,2,"As an additional cost to cast this spell, reveal a Goblin card from your hand or pay {3}.
Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)"
5446,Steward of Valeron,0.002,4,3.456,"G,W",2,{G}{W},common,Creature,,"Human,Druid,Knight",2,2,"Vigilance
{T}: Add {G}."
5449,Strangleroot Geist,0.002,4,3.456,G,2,{G}{G},uncommon,Creature,,Spirit,2,1,"Haste
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"
5452,Sublime Archangel,0.002,4,3.456,W,4,{2}{W}{W},mythic,Creature,,Angel,4,3,"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Other creatures you control have exalted. (If a creature has multiple instances of exalted, each triggers separately.)"
5454,Sulfur Elemental,0.002,4,3.456,R,3,{2}{R},uncommon,Creature,,Elemental,3,2,"Flash (You may cast this spell any time you could cast an instant.)
Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
White creatures get +1/-1."
5455,Sylvan Scrying,0.002,4,3.456,G,2,{1}{G},uncommon,Sorcery,,,,,"Search your library for a land card, reveal it, and put it into your hand. Then shuffle your library."
5461,Talisman of Impulse,0.002,4,3.456,,2,{2},uncommon,Artifact,,,,,"{T}: Add {C}.
{T}: Add {R} or {G}. Talisman of Impulse deals 1 damage to you."
5462,Temporal Isolation,0.002,4,3.456,W,2,{1}{W},common,Enchantment,,Aura,,,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature has shadow. (It can block or be blocked by only creatures with shadow.)
Prevent all damage that would be dealt by enchanted creature."
5463,Thalia's Lieutenant,0.002,4,3.456,W,2,{1}{W},rare,Creature,,"Human,Soldier",1,1,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.
Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant."
5466,"Thalia, Guardian of Thraben",0.002,4,3.456,W,2,{1}{W},rare,Creature,Legendary,"Human,Soldier",2,1,"First strike
Noncreature spells cost {1} more to cast."
5475,Thorn Lieutenant,0.002,4,3.456,G,2,{1}{G},rare,Creature,,"Elf,Warrior",2,3,"Whenever Thorn Lieutenant becomes the target of a spell or ability an opponent controls, create a 1/1 green Elf Warrior creature token.
{5}{G}: Thorn Lieutenant gets +4/+4 until end of turn."
5478,Threaten,0.002,4,3.456,R,3,{2}{R},uncommon,Sorcery,,,,,Untap target creature and gain control of it until end of turn. That creature gains haste until end of turn. (It can attack and {T} this turn.)
5484,Time Warp,0.002,4,3.456,U,5,{3}{U}{U},mythic,Sorcery,,,,,Target player takes an extra turn after this one.
5491,Titanic Growth,0.002,4,3.456,G,2,{1}{G},common,Instant,,,,,Target creature gets +4/+4 until end of turn.
5498,Tithe,0.002,4,3.456,W,1,{W},rare,Instant,,,,,"Search your library for a Plains card. If target opponent controls more lands than you, you may search your library for an additional Plains card. Reveal those cards and put them into your hand. Then shuffle your library."
5500,Tocatli Honor Guard,0.002,4,3.456,W,2,{1}{W},rare,Creature,,"Human,Soldier",1,3,Creatures entering the battlefield don't cause abilities to trigger.
5503,Tooth and Nail,0.002,4,3.456,G,7,{5}{G}{G},rare,Sorcery,,,,,"Choose one â€”
â€¢ Search your library for up to two creature cards, reveal them, put them into your hand, then shuffle your library.
â€¢ Put up to two creature cards from your hand onto the battlefield.
Entwine {2} (Choose both if you pay the entwine cost.)"
5505,Trail of Crumbs,0.002,4,3.456,G,2,{1}{G},uncommon,Enchantment,,,,,"When Trail of Crumbs enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
Whenever you sacrifice a Food, you may pay {1}. If you do, look at the top two cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order."
5506,Treasure Mage,0.002,4,3.456,U,3,{2}{U},uncommon,Creature,,"Human,Wizard",2,2,"When Treasure Mage enters the battlefield, you may search your library for an artifact card with converted mana cost 6 or greater, reveal it, put it into your hand, then shuffle your library."
5511,Undermine,0.002,4,3.456,"B,U",3,{U}{U}{B},rare,Instant,,,,,Counter target spell. Its controller loses 3 life.
5514,Vampire Nocturnus,0.002,4,3.456,B,4,{1}{B}{B}{B},mythic,Creature,,Vampire,3,3,"Play with the top card of your library revealed.
As long as the top card of your library is black, Vampire Nocturnus and other Vampire creatures you control get +2/+1 and have flying."
5519,Vesuvan Shapeshifter,0.002,4,3.456,U,5,{3}{U}{U},rare,Creature,,Shapeshifter,0,0,"As Vesuvan Shapeshifter enters the battlefield or is turned face up, you may choose another creature on the battlefield. If you do, until Vesuvan Shapeshifter is turned face down, it becomes a copy of that creature, except it has ""At the beginning of your upkeep, you may turn this creature face down.""
Morph {1}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
5522,Vodalian Merchant,0.002,4,3.456,U,2,{1}{U},common,Creature,,Merfolk,1,2,"When Vodalian Merchant enters the battlefield, draw a card, then discard a card."
5524,Voice of Resurgence,0.002,4,3.456,"G,W",2,{G}{W},mythic,Creature,,Elemental,2,2,"Whenever an opponent casts a spell during your turn or when Voice of Resurgence dies, create a green and white Elemental creature token with ""This creature's power and toughness are each equal to the number of creatures you control."""
5526,Warrior en-Kor,0.002,4,3.456,W,2,{W}{W},uncommon,Creature,,"Kor,Warrior,Knight",2,2,{0}: The next 1 damage that would be dealt to Warrior en-Kor this turn is dealt to target creature you control instead.
5529,Wild Defiance,0.002,4,3.456,G,3,{2}{G},rare,Enchantment,,,,,"Whenever a creature you control becomes the target of an instant or sorcery spell, that creature gets +3/+3 until end of turn."
5530,Wild Nacatl,0.002,4,3.456,G,1,{G},common,Creature,,"Cat,Warrior",1,1,"Wild Nacatl gets +1/+1 as long as you control a Mountain.
Wild Nacatl gets +1/+1 as long as you control a Plains."
5535,Winding Constrictor,0.002,4,3.456,"B,G",2,{B}{G},uncommon,Creature,,Snake,2,3,"If one or more counters would be put on an artifact or creature you control, that many plus one of each of those kinds of counters are put on that permanent instead.
If you would get one or more counters, you get that many plus one of each of those kinds of counters instead."
5537,Witch's Oven,0.002,4,3.456,,1,{1},uncommon,Artifact,,,,,"{T}, Sacrifice a creature: Create a Food token. If the sacrificed creature's toughness was 4 or greater, create two Food tokens instead. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")"
5538,Wizened Cenn,0.002,4,3.456,W,2,{W}{W},uncommon,Creature,,"Kithkin,Cleric",2,2,Other Kithkin creatures you control get +1/+1.
5539,"Wort, Boggart Auntie",0.002,4,3.456,"B,R",4,{2}{B}{R},rare,Creature,Legendary,"Goblin,Shaman",3,3,"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
At the beginning of your upkeep, you may return target Goblin card from your graveyard to your hand."
5540,Yavimaya Elder,0.002,4,3.456,G,3,{1}{G}{G},common,Creature,,"Human,Druid",2,1,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle your library.
{2}, Sacrifice Yavimaya Elder: Draw a card."
5548,Zombify,0.002,4,3.456,B,4,{3}{B},uncommon,Sorcery,,,,,Return target creature card from your graveyard to the battlefield.
5557,Borderland Ranger,0.006,1.3,3.3696,G,3,{2}{G},common,Creature,,"Human,Scout",2,2,"When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, and put it into your hand. If you do, shuffle your library."
5562,Izzet Charm,0.006,1.3,3.3696,"R,U",2,{U}{R},uncommon,Instant,,,,,"Choose one â€”
â€¢ Counter target noncreature spell unless its controller pays {2}.
â€¢ Izzet Charm deals 2 damage to target creature.
â€¢ Draw two cards, then discard two cards."
5568,Justice Strike,0.006,1.3,3.3696,"R,W",2,{R}{W},uncommon,Instant,,,,,Target creature deals damage to itself equal to its power.
